title,link_url,angajator,tip,publicat,expira,locatie_name,locatie_url,dosar
asistent medical generalist debutant SAJ Galati,asistent-medical-generalist-debutant-saj-galati/,Serviciul de ambulanta judetan galati,"Funcție contractuală, Instituții județene, Funcții de execuție",30/08/2023,5/09/2023,Galaţi,Galaţi,Temporar
Administrator financiar,administrator-financiar-115/,ȘCOALA PROFESIONALĂ „DANUBIUS” TULCEA,"Funcție contractuală, Instituții naționale, Funcții de execuție",30/08/2023,13/09/2023,Tulcea,Tulcea,Permanent
Expert gradul ii,expert-gradul-ii-2/,DIRECȚIA JUDEȚEANĂ DE STATISTICĂ MEHEDINȚI,"Funcție contractuală, Instituții județene, Funcții de execuție",30/08/2023,12/09/2023,Mehedinţi,Mehedinţi,Temporar
îngrijitor,ingrijitor-325/,Școala Gimnazială Nicolae Bălcescu,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Dolj,Dolj,Permanent
"muncitor întreținere, post vacant, pe perioadă nedeterminată,",muncitor-intretinere-post-vacant-pe-perioada-nedeterminata-6/," Școala Gimnazială Râșca,  com. Râșca,  județul Suceava","Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,14/09/2023,Suceava,Suceava,Permanent
muncitor IV,muncitor-iv/,Școala Gimnazială Vasile Tomegea,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Suceava,Suceava,Permanent
îngrijitor curățenie,ingrijitor-curatenie-12/,"Liceul Teoretic Eugen Pota, Cluj-Napoca,  județul Cluj","Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,14/09/2023,Cluj,Cluj,Permanent
"post vacant  -Muncitor treapta debutant, Compartiment Strategie și dezvoltare Rurală",post-vacant-muncitor-treapta-debutant-compartiment-strategie-si-dezvoltare-rurala/,Primaria oniceni,"Alte functii, Primării, Nespecificat",30/08/2023,12/09/2023,Neamţ,Neamţ,Permanent
"îngrijitor post vacant, pe perioadă nedeterminată",ingrijitor-post-vacant-pe-perioada-nedeterminata-29/,"Școala Gimnazială Râșca, com. Râșca, județul Suceava","Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,14/09/2023,Suceava,Suceava,Permanent
laborant,laborant-16/,"Liceul Teoretic “ Duiliu Zamfirescu” ,  Odobești, județul Vrancea","Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Vrancea,Vrancea,Permanent
"administrator patrimoniu, post vacant, Muncitor necalificat( spălătoreasă)",administrator-patrimoniu-post-vacant-muncitor-necalificat-spalatoreasa/,"Colegiul Naţional de Informatică „Spiru Haret” Suceava,  județul Suceava","Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Suceava,Suceava,Permanent
MUNCITOR,muncitor-53/,"Şcoala Gimnazială Nr. 280, sector 5, Bucureşti","Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
îngrijitor,ingrijitor-329/,Școala Gimnazială Domnească,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Neamţ,Neamţ,Permanent
manager proiecte (debutant),manager-proiecte-debutant/,Comuna Sălățig,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Sălaj,Sălaj,Permanent
director medical,director-medical-19/,Spitalul Orasenesc Rupea,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Braşov,Braşov,Permanent
îngrijitor curățenie,ingrijitor-curatenie-14/,"Școala Gimnazială Nr.1, Olcea, județul Bihor","Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,7/09/2023,Bihor,Bihor,Permanent
Muncitor calificat – electromecanic,muncitor-calificat-electromecanic/,Primaria comunei Dambovicioara ,"Funcție contractuală, Primării, Nespecificat",30/08/2023,12/09/2023,Arges,Arges,Permanent
contabil șef,contabil-sef-32/," Liceul Teoretic “ Duiliu Zamfirescu” ,  Odobești,  județul Vrancea","Funcție contractuală, Instituții locale, Funcții de conducere",30/08/2023,13/09/2023,Vrancea,Vrancea,Permanent
BIBLIOTECAR IA (S),bibliotecar-ia-s/,Universitatea  „Dunărea de Jos” din Galaţi ,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,6/09/2023,Galaţi,Galaţi,Temporar
Îngrijitor I M,ingrijitor-i-m-19/,Grădiniţa cu Program Prelungit Lumea Copilăriei,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,6/09/2023,Buzău,Buzău,Permanent
administrator financiar,administrator-financiar-112/,Universitatea Babes-Bolyai,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Cluj,Cluj,Temporar
ȘOFER,sofer-67/,ȘCOALA GIMNAZIALĂ tirol,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Caraş-Severin,Caraş-Severin,Permanent
îngrijitor II M (0.50 normă),ingrijitor-ii-m-0-50-norma/,Școala Gimnazială Livada,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Arad,Arad,Permanent
asistent medical medicina generala debutant -5 posturi,asistent-medical-medicina-generala-debutant-5-posturi/,SPITALUL CLINIC DE PEDIATRIE,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Sibiu,Sibiu,Permanent
secretar,secretar-59/,liceul tehnologic turceni,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,5/09/2023,Gorj,Gorj,Permanent
"Administrator patrimoniu, SECRETAR ȘI ÎNGRIJITOR",administrator-patrimoniu-secretar-si-ingrijitor/,Liceul Teoretic “Bathory Istvan”,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Cluj,Cluj,Permanent
"secretar 0,5 norma perioada determinata",secretar-05-norma-perioada-determinata/,Liceul Tehnologic petru poni iași,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,14/09/2023,Iaşi,Iaşi,Temporar
îngrijitor,ingrijitor-328/,Grădinița cu Program Prelungit Azur,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,13/09/2023,Constanţa,Constanţa,Permanent
ingrijitor,ingrijitor-351/,"liceul tehnologic turceni, judetul Gorj","Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,12/09/2023,Gorj,Gorj,Permanent
"îngrijitor post vacant, pe perioadă nedeterminată",ingrijitor-post-vacant-pe-perioada-nedeterminata-30/,"Școala Gimnazială Râșca,  com. Râșca,  județul Suceava","Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,14/09/2023,Suceava,Suceava,Permanent
Inspector resurse umane IA,inspector-resurse-umane-ia/,COMPLEXUL MUZEAL DE STIINTE ALE NATURII CONSTANTA,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,19/09/2023,Constanţa,Constanţa,Permanent
medic primar,medic-primar-9/,CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ NR.2 BISTRITA,"Funcție contractuală, Instituții locale, Funcții de execuție",30/08/2023,15/09/2023,Bistriţa-Năsăud,Bistriţa-Năsăud,Permanent
Ingrijitor,ingrijitor-349/,COLEGIUL ECONOMIC „COSTIN C. KIRIȚESCU”,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
șofer microbuz școlar,sofer-microbuz-scolar-33/,Primaria comunei Negrași,"Funcție contractuală, Primării, Funcții de execuție",29/08/2023,12/09/2023,Arges,Arges,Permanent
CONTABIL-șef,contabil-sef-35/,COLEGIUL ECONOMIC „COSTIN C. KIRIȚESCU”,"Funcție contractuală, Instituții locale, Funcții de conducere",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
SECRETAR,secretar-55/,COLEGIUL ECONOMIC „COSTIN C. KIRIȚESCU”,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
EXPERT II,expert-ii-3/,Direcţia Judeţeană de Statistică Sălaj,"Funcție contractuală, Instituții județene, Funcții de execuție",29/08/2023,12/09/2023,Sălaj,Sălaj,Temporar
Îngrijitor,ingrijitor-343/,"Școala Gimnazială „Lucian Blaga” Ocna Mureș, județul Alba","Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,18/09/2023,Alba,Alba,Permanent
șofer (conducător auto transport persoane),sofer-conducator-auto-transport-persoane/,ȘCOALA GIMNAZIALĂ GURASADA,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,19/09/2023,Hunedoara,Hunedoara,Permanent
îngrijitor grădiniță,ingrijitor-gradinita-3/,"Gradinita cu Program Prelungit Jimbolia, județul Timiș","Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Timiş,Timiş,Permanent
muncitor (fochist) – 1 post vacant pe perioadă nedeterminată,muncitor-fochist-1-post-vacant-pe-perioada-nedeterminata/,Școala Gimnazială Augustin județul Brașov,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Braşov,Braşov,Permanent
1 medic generalist și 2 medici specialiști medicină generală/medicină de familie,1-medic-generalist-si-2-medici-specialisti-medicina-generala-medicina-de-familie/,DIRECTIA DE ASISTENTA SOCIALA FOCSANI,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,11/09/2023,Vrancea,Vrancea,Permanent
1 post paznic perioada determinata,1-post-paznic-perioada-determinata-5/,Colegiul Economic ”Ion Ghica” Brăila,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,11/09/2023,Brăila,Brăila,Temporar
ÎNGRIJITOR COPII GRĂDINIȚĂ,ingrijitor-copii-gradinita-2/,Școala Gimnazială Iclod com. Iclod,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,11/09/2023,Cluj,Cluj,Permanent
cameraman,cameraman/,UNIVERSITATEA NATIONALA DE STIINTA SI TEHNOLOGIE POLITEHNICA BUCURESTI,"Funcție contractuală, Instituții naționale, Funcții de execuție",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
"Muncitor II, îngrijitor curățenie",muncitor-ii-ingrijitor-curatenie/,Colegiul național emil racoviță cluj napoca,"Funcție contractuală, Instituții județene, Funcții de execuție",29/08/2023,11/09/2023,Cluj,Cluj,Permanent
portari,portari/,"spitalul clinic de urgenta pentru copii ""Grigore Alexandrescu""","Funcție contractuală, Instituții naționale, Funcții de execuție",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
îngrijitor clădiri (2 posturi),ingrijitor-cladiri-2-posturi/,UNIVERSITATEA MARITIMA DIN CONSTANTA,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Constanţa,Constanţa,Permanent
Consilier 1A,consilier-1a-3/,PRIMARIA MUNICIPIULUI SIBIU,"Funcție contractuală, Primării, Funcții de execuție",29/08/2023,11/09/2023,Sibiu,Sibiu,Permanent
Fochist,fochist-10/,Gradinita nr. 133,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
Consilier debutant,consilier-debutant-14/,Comuna Teișani,"Funcție contractuală, Primării, Funcții de execuție",29/08/2023,12/09/2023,Prahova,Prahova,Permanent
paznic,paznic-86/,COLEGIUL ECONOMIC „COSTIN C. KIRIȚESCU”,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
ÎNGRIJITOR,ingrijitor-345/,Scoala Gimnazială”Ștefan Pascu”Apahida,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,5/09/2023,Cluj,Cluj,Permanent
ASISTENT MEDICAL PRINCIPAL,asistent-medical-principal-17/,comuna Oituz,"Funcție contractuală, Primării, Funcții de execuție",29/08/2023,11/09/2023,Bacău,Bacău,Permanent
ingrijitor,ingrijitor-348/,SCOALA GIMNAZIALA SFaNTU GHEORGHE,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,11/09/2023,Tulcea,Tulcea,Permanent
ASISTENT MEDICAL PRINCIPAL,asistent-medical-principal-18/,"Comuna Oituz, județul Bacău","Funcție contractuală, Primării, Funcții de execuție",29/08/2023,11/09/2023,Bacău,Bacău,Permanent
bibliotecar,bibliotecar-39/,"Școala gimnazială ,,doamna nica"" valea mărului","Funcție contractuală, Instituții județene, Funcții de execuție",29/08/2023,12/09/2023,Galaţi,Galaţi,Permanent
Îngrijitor,ingrijitor-315/,"Școala Gimnazailă ”Radu tudoran”, comuna blejoi","Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,4/09/2023,Prahova,Prahova,Temporar
"administrator financiar, post vacant, pe perioadă nedeterminată",administrator-financiar-post-vacant-pe-perioada-nedeterminata-13/,"Școala Gimnazială Nr.1 Agrij,  Agrij,  județul Sălaj,","Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Sălaj,Sălaj,Permanent
muncitor calificat si muncitori necalificati,muncitor-calificat-si-muncitori-necalificati/,"spitalul clinic de urgenta pentru copii ""Grigore Alexandrescu""","Funcție contractuală, Instituții naționale, Funcții de execuție",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
Șofer,sofer-65/,Primăria Comunei Galicea,"Funcție contractuală, Primării, Funcții de execuție",29/08/2023,12/10/2023,Vâlcea,Vâlcea,Permanent
Kinetoterapeut,kinetoterapeut/,Spitalul Clinic AVRAM IANCU ORADEA ,"Funcție contractuală, Guvern și ministere, Funcții de execuție",29/08/2023,12/09/2023,Bihor,Bihor,Permanent
Asistent medical nivelul studiilor PL,asistent-medical-nivelul-studiilor-pl/,municipiul Marghita,"Funcție contractuală, Primării, Funcții de execuție",29/08/2023,12/09/2023,Bihor,Bihor,Permanent
ingrijitoare,ingrijitoare-79/,"spitalul clinic de urgenta pentru copii ""Grigore Alexandrescu""","Funcție contractuală, Instituții naționale, Funcții de execuție",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
Infirmier si Asistent social,infirmier-si-asistent-social/,Unitatea de Asistență Medico-Socială Carmen Sylva,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,5/09/2023,Suceava,Suceava,Temporar
Administrator financiar debutant,administrator-financiar-debutant/,Școala Gimnazială Lenauheim,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Timiş,Timiş,Permanent
PAZNIC,paznic-87/,COLEGIUL NAȚIONAL ”VASILE ALECSANDRI” BACĂU,"Alte functii, Instituții locale, Funcții de execuție",29/08/2023,14/09/2023,Bacău,Bacău,Permanent
ingrijitor curte,ingrijitor-curte-2/,Colegiul Tehnic „Gheorghe Asachi” iași,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Iaşi,Iaşi,Permanent
"asistent medical, specialitatea balneofizioterapie",asistent-medical-specialitatea-balneofizioterapie/,Sanatoriul balnear si de recuperare techirghiol,"Funcție contractuală, Instituții naționale, Funcții de execuție",29/08/2023,5/09/2023,Constanţa,Constanţa,Temporar
Medic specialist specialitatea medicina interna,medic-specialist-specialitatea-medicina-interna-2/,S.C.SPITALUL ORASENESC S.R.L. VIDELE,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,11/09/2023,Teleorman,Teleorman,Permanent
"Îngrijitoare , post vacant, pe perioadă nedeterminată",ingrijitoare-post-vacant-pe-perioada-nedeterminata-4/,"Școala Gimnazială Fogarasy Mihály,  Gheorgheni, județul Harghita ","Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,11/09/2023,Harghita,Harghita,Permanent
ingrijitor,ingrijitor-341/,"Școala Gimnazială ,,Ion Agârbiceanu” Cluj Napoca","Funcție contractuală, Instituții județene, Funcții de execuție",29/08/2023,4/09/2023,Cluj,Cluj,Permanent
Muncitori calificati,muncitori-calificati-4/,"spitalul clinic de urgenta pentru copii ""Grigore alexandrescu""","Funcție contractuală, Instituții naționale, Funcții de execuție",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
"muncitor calificat (șofer), vacant, pe perioadă nedeterminată",muncitor-calificat-sofer-vacant-pe-perioada-nedeterminata/," Liceul De Arte “Dimitrie Cuclin” Galaţi, județ Galați ","Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Galaţi,Galaţi,Permanent
Administrator I,administrator-i-6/,Unitatea Administrativ Teritorială Municipiul Drobeta-Turnu Severin,"Funcție contractuală, Primării, Funcții de execuție",29/08/2023,12/09/2023,Mehedinţi,Mehedinţi,Permanent
Îngrijitor (2 posturi),ingrijitor-2-posturi-17/,Grădinița cu Program Prelungit Nr.1 Otopeni,"Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Ilfov,Ilfov,Permanent
OPERATOR CONTROL GENERAL DE EMISIE (MCR),operator-control-general-de-emisie-mcr/,UNIVERSITATEA NATIONALA DE STIINTA SI TEHNOLOGIE POLITEHNICA BUCURESTI,"Funcție contractuală, Instituții naționale, Funcții de execuție",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
"șofer, post vacant, pe perioadă nedeterminată",sofer-post-vacant-pe-perioada-nedeterminata-3/,"Liceul Tehnologic „Liviu Rebreanu” Hida,  județul Sălaj","Funcție contractuală, Instituții locale, Funcții de execuție",29/08/2023,12/09/2023,Sălaj,Sălaj,Permanent
spalatoreasa si Muncitor calificat,spalatoreasa-si-muncitor-calificat/,"spitalul clinic de urgenta pentru copii ""Grigore Alexandrescu""","Funcție contractuală, Instituții naționale, Funcții de execuție",29/08/2023,12/09/2023,Bucureşti,Bucureşti,Permanent
