"localitate","judet","cod_judet","siruta","tip_localitate","lat","long","populatie","namecheck"
"Porumbești","Satu Mare","SM",180028,,"47.9830463829","22.9807636741",2656,"PORUMBESTI"
"Boghicea","Neamt","NT",125178,,"47.0541377357","27.0693484109",2653,"BOGHICEA"
"Valea Mare","Valcea","VL",174085,,"44.6650836263","23.9997352074",2652,"VALEA MARE"
"Matei","Bistrita-Nasaud","BN",33658,,"46.9817188109","24.2665620711",2650,"MATEI"
"Stănești","Giurgiu","GR",105295,,"43.9266413663","25.8369140832",2650,"STANESTI"
"Almaș","Arad","AR",9743,,"46.2847925473","22.2318059694",2649,"ALMAS"
"Paleu","Bihor","BH",32161,,"47.1153062557","21.9592865874",2648,"PALEU"
"Gottlob","Timis","TM",159419,,"45.9360033896","20.7116849581",2648,"GOTTLOB"
"Salcia Tudor","Braila","BR",43867,,"45.3718510273","27.4948596536",2647,"SALCIA TUDOR"
"Tomești","Harghita","HR",86453,,"46.5561724438","25.7792166111",2647,"TOMESTI"
"Văleni-Dâmbovița","Dambovita","DB",69303,,"45.1650222299","25.1755337639",2643,"VALENI-DIMBOVITA"
"Bârza","Olt","OT",125846,,"44.3281085511","24.1418801717",2641,"BIRA"
"Drăgușeni","Suceava","SV",148382,,"47.2972512571","26.4902276297",2641,"DRAGUSENI"
"Copăceni","Ilfov","IF",179588,,"44.2629664775","26.093744779",2638,"COPACENI"
"Cosoba","Giurgiu","GR",179748,,"44.5226799879","25.8190316764",2638,"COSOBA"
"Dârvari","Mehedinti","MH",111550,,"44.1910367041","23.0504519994",2637,"DIRVARI"
"Belinț","Timis","TM",155797,,"45.752807797","21.7673969487",2636,"BELINT"
"Lehliu","Calarasi","CL",93851,,"44.4751454354","26.8179279785",2635,"LEHLIU"
"Gângiova","Dolj","DJ",72579,,"43.8983718974","23.8596618029",2634,"GINGIOVA"
"Chețani","Mures","MS",116046,,"46.4643513844","24.027879985",2634,"CHETANI"
"Topleț","Caras-Severin","CS",54387,,"44.798413405","22.39642871",2632,"TOPLET"
"Buciumi","Salaj","SJ",140379,,"47.044664212","23.0485781722",2632,"BUCIUMI"
"Tașca","Neamt","NT",124563,,"46.8936315493","26.0246943157",2631,"TASCA"
"Muereasca","Valcea","VL",171539,,"45.1868517474","24.3200149987",2629,"MUEREASCA"
"Goicea","Dolj","DJ",72640,,"43.9262316033","23.6184465812",2628,"GOICEA"
"Santău","Satu Mare","SM",138734,,"47.5103404503","22.5109948464",2627,"SANTAU"
"Horoatu Crasnei","Salaj","SJ",141535,,"47.1259292564","22.899034149",2627,"HOROATU CRASNEI"
"Șpring","Alba","AB",7945,,"45.97443692","23.7775439658",2626,"SPRING"
"Daia","Giurgiu","GR",102446,,"43.9869743666","25.9914905945",2623,"DAIA"
"Botoșana","Suceava","SV",147161,,"47.6875913341","25.9433682957",2622,"BOTOSANA"
"Solca","Suceava","SV",146708,,"47.7007791675","25.8348785569",2620,"SOLCA"
"Șișești","Mehedinti","MH",113625,,"44.7765429711","22.8420961807",2619,"SISESTI"
"Băuțar","Caras-Severin","CS",51332,,"45.5150414417","22.5560731055",2617,"BAUTAR"
"Parva","Bistrita-Nasaud","BN",34155,,"47.3960065859","24.542177201",2614,"PARVA"
"Sâncrăieni","Harghita","HR",85680,,"46.3057460477","25.8459006803",2614,"SANCRAIENI"
"Cosmești","Teleorman","TR",152582,,"44.2957200505","25.393356047",2614,"COSMESTI"
"Botiza","Maramures","MM",107485,,"47.6681839225","24.1503478691",2613,"BOTIA"
"Drăgești","Bihor","BH",29341,,"46.8981988625","22.1289897736",2612,"DRAGESTI"
"Ogra","Mures","MS",118575,,"46.4474907383","24.3179308232",2612,"OGRA"
"Florești","Mehedinti","MH",111685,,"44.763865699","22.9437271639",2609,"FLORESTI"
"Tansa","Iasi","IS",99441,,"46.9125553044","27.2376668638",2608,"TANSA"
"Movila Banului","Buau","BZ",47774,,"44.9876357758","26.6861440835",2606,"MOVILA BANULUI"
"Baia de Criș","Hunedoara","HD",87745,,"46.1734365919","22.7171510751",2606,"BAIA DE CRIS"
"Fântâna Mare","Suceava","SV",151488,,"47.4143227435","26.3001536887",2606,"FANTANA MARE"
"Chieșd","Salaj","SJ",140501,,"47.3828836706","22.8887747439",2601,"CHIESD"
"Drăgoiești","Suceava","SV",148328,,"47.5279542312","26.084012701",2600,"DRAGOIESTI"
"Hârtop","Suceava","SV",151549,,"47.4900016187","26.3722603847",2594,"HARTOP"
"Mărișelu","Bistrita-Nasaud","BN",33765,,"47.011307157","24.5087457602",2591,"MARISELU"
"Gârceni","Vaslui","VS",164062,,"46.7553336629","27.3060642588",2591,"GIRCENI"
"Homorod","Brasov","BV",41248,,"46.0416647285","25.2795301495",2590,"HOMOROD"
"Băgaciu","Mures","MS",115575,,"46.270713619","24.3722837248",2588,"BAGACIU"
"Plopiș","Salaj","SJ",142337,,"47.128212207","22.654281109",2588,"PLOPIS"
"Istria","Constanta","CT",62020,,"44.5721933256","28.7143048932",2587,"ISTRIA"
"Bârzava","Arad","AR",10104,,"46.106508093","21.9942581488",2586,"BIRAVA"
"Văgiulești","Gorj","GJ",82779,,"44.7180484303","23.0833410862",2586,"VAGIULESTI"
"Buciumeni","Galati","GL",75819,,"46.0026480471","27.3053039914",2585,"BUCIUMENI"
"Drăgotești","Gorj","GJ",80249,,"44.8204441367","23.1426169867",2582,"DRAGOTESTI"
"Strugari","Bacau","BC",25629,,"46.5367939989","26.7172866466",2581,"STRUGARI"
"Iratoșu","Arad","AR",11352,,"46.3131095157","21.2069207998",2579,"IRATOSU"
"Lunca Mureșului","Alba","AB",5309,,"46.4291804021","23.9081910958",2577,"LUNCA MURESULUI"
"Bodoc","Covasna","CV",63893,,"45.9564555565","25.8578008429",2576,"BODOC"
"Chiuiești","Cluj","CJ",57083,,"47.2968643484","23.875533321",2572,"CHIUIESTI"
"Dochia","Neamt","NT",125098,,"46.9073056785","26.5676297012",2568,"DOCHIA"
"Grăniceri","Arad","AR",10916,,"46.5195419294","21.3051084077",2567,"GRANICERI"
"Negrilești","Galati","GL",77579,,"45.9572865462","27.4808463528",2562,"NEGRILESTI"
"Leorda","Botosani","BT",37850,,"47.8176151647","26.4672534441",2561,"LEORDA"
"Teliucu Inferior","Hunedoara","HD",86936,,"45.7169559394","22.8888762999",2561,"TELIUCU INFERIOR"
"Săbăreni","Giurgiu","GR",179775,,"44.5018523118","25.8882031577",2561,"SABARENI"
"Țepu","Galati","GL",77377,,"45.9691203398","27.3794504951",2560,"TEPU"
"Golești","Valcea","VL",170220,,"45.0946022518","24.4756504272",2559,"GOLESTI"
"Scânteiești","Galati","GL",77126,,"45.6751393893","28.0051045572",2558,"SCINTEIESTI"
"Șoimi","Bihor","BH",31422,,"46.6827153474","22.1197851788",2556,"SOIMI"
"Roșiile","Valcea","VL",172698,,"44.8763775107","23.9240688413",2555,"ROSIILE"
"Movilița","Ialomita","IL",104270,,"44.6400832298","26.4841186642",2553,"MOVILITA"
"Balta Albă","Buau","BZ",44934,,"45.3042348649","27.2855722193",2549,"BALTA ALBA"
"Ilva Mare","Bistrita-Nasaud","BN",33337,,"47.3632189128","24.8840889431",2546,"ILVA MARE"
"Siliștea-Gumești","Teleorman","TR",154282,,"44.3802828839","25.0138914331",2546,"SILISTEA-GUMESTI"
"Vârvoru de Jos","Dolj","DJ",74750,,"44.2448761539","23.6088776077",2541,"VIRVORU DE JOS"
"Sprâncenata","Olt","OT",129040,,"44.0640303148","24.6395829841",2537,"SPRINCENATA"
"Rociu","Arges","AG",18475,,"44.676623759","25.0488388651",2535,"ROCIU"
"Căuaș","Satu Mare","SM",137292,,"47.5692681809","22.544158737",2535,"CAUAS"
"Remetea Mare","Timis","TM",158396,,"45.7818822459","21.3774547807",2529,"REMETEA MARE"
"Topolovățu Mare","Timis","TM",158966,,"45.7750812358","21.6224178443",2529,"TOPOLOVATU MARE"
"Cătina","Buau","BZ",45959,,"45.289971919","26.2520789537",2528,"CATINA"
"Caraula","Dolj","DJ",71518,,"44.1928731043","23.2529760606",2528,"CARAULA"
"Sârbi","Bihor","BH",31128,,"47.19314704","22.1221461533",2526,"SIRBI"
"Sadova","Suceava","SV",150178,,"47.5424817992","25.5037958265",2526,"SADOVA"
"Lunca","Mures","MS",117998,,"46.848362782","24.578701428",2525,"LUNCA"
"Sadu","Sibiu","SB",145471,,"45.6719857278","24.1839309919",2524,"SADU"
"Gălăuțaș","Harghita","HR",84460,,"46.9108276333","25.4066074807",2523,"GALAUTAS"
"Grințieș","Neamt","NT",122864,,"47.0394564298","25.8947644543",2520,"GRINTIES"
"Brădeanu","Buau","BZ",45496,,"44.9265891768","26.8636223928",2518,"BRADEANU"
"Deleni","Constanta","CT",61675,,"44.0915244658","28.0103521305",2518,"DELENI"
"Adâncata","Ialomita","IL",100754,,"44.769005731","26.4347297777",2518,"ADANCATA"
"Breaza","Mures","MS",115851,,"46.763634202","24.6390366318",2517,"BREAA"
"Câineni","Valcea","VL",169119,,"45.4967226823","24.3081738362",2517,"CIINENI"
"Laloșu","Valcea","VL",170612,,"44.5482870031","24.0282427497",2517,"LALOSU"
"Ceamurlia de Jos","Tulcea","TL",160092,,"44.7417522085","28.7273555126",2513,"CEAMURLIA DE JOS"
"Plopii-Slăvitești","Teleorman","TR",153623,,"43.9632382142","24.6845337241",2512,"PLOPII-SLAVITESTI"
"Vișani","Braila","BR",44462,,"45.1566039407","27.2858429434",2511,"VISANI"
"Galații Bistriței","Bistrita-Nasaud","BN",33275,,"46.9917747652","24.4230508432",2510,"GALATII BISTRITEI"
"Chiojdeni","Vrancea","VN",175509,,"45.563296754","26.8650951369",2509,"CHIOJDENI"
"Biliești","Vrancea","VN",178929,,"45.7210625783","27.3487948801",2507,"BILIESTI"
"Tătărăști","Bacau","BC",25745,,"46.2178699327","27.2053479166",2506,"TATARASTI"
"Mânzălești","Buau","BZ",47630,,"45.4886916539","26.6575332177",2505,"MINALESTI"
"Prigor","Caras-Severin","CS",53577,,"44.9272454442","22.1135223077",2504,"PRIGOR"
"Tămădău Mare","Calarasi","CL",105455,,"44.4676290589","26.5701558304",2504,"TAMADAU MARE"
"Petrova","Maramures","MM",108455,,"47.8300289062","24.2160250325",2503,"PETROVA"
"Valea Argovei","Calarasi","CL",105712,,"44.3544521103","26.7916590532",2502,"VALEA ARGOVEI"
"Miheșu de Câmpie","Mures","MS",118370,,"46.6776557206","24.158664491",2501,"MIHESU DE CIMPIE"
"Ardeoani","Bacau","BC",21098,,"46.5267172456","26.6102814041",2500,"ARDEOANI"
"Stremț","Alba","AB",7767,,"46.2221977275","23.6412285733",2499,"STREMT"
"Sinești","Valcea","VL",172992,,"44.9369454374","23.8417036102",2499,"SINESTI"
"Ciulnița","Ialomita","IL",93156,,"44.5365386468","27.3436561573",2498,"CIULNITA"
"Ceahlău","Neamt","NT",122025,,"47.0417536742","25.9626340647",2498,"CEAHLAU"
"Vașcău","Bihor","BH",27007,,"46.4736714409","22.47539686",2496,"VASCAU"
"Câmpulung la Tisa","Maramures","MM",107715,,"47.986509104","23.7726266524",2496,"CIMPULUNG LA TISA"
"Drănic","Dolj","DJ",72221,,"44.0551858669","23.8467802232",2495,"DRANIC"
"Gâdinți","Neamt","NT",125150,,"46.9370754289","27.0058827848",2491,"GADINTI"
"Brăești","Buau","BZ",45539,,"45.4307590453","26.5100138479",2488,"BRAESTI"
"Șuici","Arges","AG",19141,,"45.248367667","24.5387836247",2486,"SUICI"
"Cherechiu","Bihor","BH",28497,,"47.3816319689","22.1247244331",2485,"CHERECHIU"
"Frăsinet","Teleorman","TR",155127,,"44.1803835605","25.3823841778",2485,"FRASINET"
"Unirea","Braila","BR",44355,,"45.1113186643","27.7845671238",2484,"UNIREA"
"Izvoarele","Teleorman","TR",153106,,"43.827172005","25.394587596",2484,"IVOARELE"
"Arefu","Arges","AG",14049,,"45.3250243506","24.6400799108",2481,"AREFU"
"Teslui","Olt","OT",129380,,"44.5111965876","24.3541841579",2479,"TESLUI"
"Roșia","Bihor","BH",30844,,"46.8026620577","22.3975282763",2477,"ROSIA"
"Mavrodin","Teleorman","TR",153204,,"44.0355884334","25.2408843394",2477,"MAVRODIN"
"Horodnic de Jos","Suceava","SV",149101,,"47.8609195168","25.832425353",2475,"HORODNIC DE JOS"
"Mereni","Constanta","CT",62137,,"44.0315312637","28.3849978686",2474,"MERENI"
"Băleni","Galati","GL",75668,,"45.8094202026","27.8502043677",2473,"BALENI"
"Sânger","Mures","MS",119386,,"46.5582873737","24.137687566",2473,"SANGER"
"Tetoiu","Valcea","VL",173855,,"44.7556966174","23.9214836363",2473,"TETOIU"
"Bucu","Ialomita","IL",93021,,"44.6066255326","27.4943177476",2472,"BUCU"
"Grădinari","Olt","OT",127171,,"44.5655743802","24.2701963037",2472,"GRADINARI"
"Capu Câmpului","Suceava","SV",151503,,"47.5082201535","25.9795933872",2472,"CAPU CAMPULUI"
"Negrilești","Bistrita-Nasaud","BN",179659,,"47.2706779004","24.0493597991",2472,"NEGRILESTI"
"Hărmănești","Iasi","IS",100326,,"47.2773196931","26.8139422907",2470,"HARMANESTI"
"Ponoarele","Mehedinti","MH",112995,,"44.97487168","22.7642251065",2470,"PONOARELE"
"Răstoaca","Vrancea","VN",178956,,"45.660827756","27.287230556",2470,"RASTOACA"
"Huruiești","Bacau","BC",23047,,"46.2513102898","27.2440503792",2468,"HURUIESTI"
"Mihai Bravu","Giurgiu","GR",104118,,"44.1412871696","26.0581154795",2467,"MIHAI BRAVU"
"Șibot","Alba","AB",7810,,"45.9385816083","23.3359022564",2466,"SIBOT"
"Armeniș","Caras-Severin","CS",51243,,"45.2099191906","22.3115054261",2466,"ARMENIS"
"Mașloc","Timis","TM",157683,,"45.997034623","21.4564691692",2466,"MASLOC"
"Luncavița","Caras-Severin","CS",53130,,"45.0928620209","22.2678613059",2465,"LUNCAVITA"
"Călărași","Cluj","CJ",56425,,"46.4827152182","23.8549271788",2464,"CALARASI"
"Călățele","Cluj","CJ",56461,,"46.76427892","23.0098604341",2464,"CALATELE"
"Gâlgău","Salaj","SJ",141134,,"47.2818288006","23.7015671289",2464,"GILGAU"
"Pănătău","Buau","BZ",48227,,"45.3211277075","26.3944179419",2462,"PANATAU"
"Dobrovăț","Iasi","IS",96888,,"46.9633521321","27.7224503054",2459,"DOBROVAT"
"Surdila-Găiseanca","Braila","BR",44113,,"45.0846541025","27.3221354247",2458,"SURDILA-GAISEANCA"
"Boteni","Arges","AG",14673,,"45.1791615932","25.1277956688",2457,"BOTENI"
"Axintele","Ialomita","IL",100923,,"44.6124950277","26.7614141005",2457,"AXINTELE"
"Cămărzana","Satu Mare","SM",137274,,"47.9943510085","23.3087370321",2457,"CAMARANA"
"Blăjel","Sibiu","SB",144303,,"46.2067901467","24.3237074989",2456,"BLAJEL"
"Nănești","Vrancea","VN",176855,,"45.5436862965","27.4997715326",2456,"NANESTI"
"Curățele","Bihor","BH",28941,,"46.7037392585","22.4216990978",2451,"CURATELE"
"Amaru","Buau","BZ",44863,,"44.9283326798","26.5895806491",2450,"AMARU"
"Tinosu","Prahova","PH",135850,,"44.8185950334","26.0197754695",2447,"TINOSU"
"Păltiniș","Caras-Severin","CS",53425,,"45.4338829335","22.1622083354",2446,"PALTINIS"
"Băiuț","Maramures","MM",107154,,"47.6139872268","23.9975195",2445,"BAIUT"
"Morunglav","Olt","OT",127625,,"44.4591264527","24.1136850883",2445,"MORUNGLAV"
"Odobești","Bacau","BC",26353,,"46.6760779953","27.1498251354",2444,"ODOBESTI"
"Sic","Cluj","CJ",59416,,"46.9313375499","23.8961543455",2444,"SIC"
"Leordina","Maramures","MM",108240,,"47.7830606479","24.264014922",2443,"LEORDINA"
"Smârdioasa","Teleorman","TR",154380,,"43.8460483383","25.4391672823",2443,"SMIRDIOASA"
"Halmășd","Salaj","SJ",141312,,"47.1574917874","22.590790627",2441,"HALMASD"
"Ileanda","Salaj","SJ",141580,,"47.3272535196","23.6155456415",2438,"ILEANDA"
"Nana","Calarasi","CL",104323,,"44.2677099553","26.5919890203",2433,"NANA"
"Săcele","Constanta","CT",62878,,"44.4861451019","28.6479479003",2431,"SACELE"
"Dobrești","Dolj","DJ",72098,,"43.9722499675","23.9509870654",2430,"DOBRESTI"
"Slătioara","Olt","OT",125374,,"44.4039064044","24.3274365718",2428,"SLATIOARA"
"Stejari","Gorj","GJ",82243,,"44.7734942634","23.6918296418",2427,"STEJARI"
"Valea Crișului","Covasna","CV",64906,,"45.917968901","25.7769184202",2426,"VALEA CRISULUI"
"Borănești","Ialomita","IL",179784,,"44.6606864509","26.6050480152",2426,"BORANESTI"
"Miroși","Arges","AG",17398,,"44.4141540933","24.9454313414",2425,"MIROSI"
"Câmpani","Bihor","BH",28709,,"46.5141500888","22.521857518",2425,"CIMPANI"
"Bucerdea Grânoasă","Alba","AB",9026,,"46.1928374428","23.8395518612",2424,"BUCERDEA GRANOASA"
"Deleni","Vaslui","VS",163324,,"46.530666389","27.7606441616",2419,"DELENI"
"Turnu Roșu","Sibiu","SB",145934,,"45.642980197","24.2987737715",2418,"TURNU ROSU"
"Balta Doamnei","Prahova","PH",132226,,"44.7584453294","26.1747099479",2417,"BALTA DOAMNEI"
"Delești","Vaslui","VS",163379,,"46.7120202897","27.5520140399",2414,"DELESTI"
"Adamclisi","Constanta","CT",60883,,"44.0852178659","27.9559973037",2413,"ADAMCLISI"
"Slava Cercheză","Tulcea","TL",161259,,"44.901255414","28.557107047",2413,"SLAVA CERCHEA"
"Alexeni","Ialomita","IL",100852,,"44.67965707","26.7106387307",2412,"ALEXENI"
"Seaca","Teleorman","TR",154139,,"43.7565903582","25.0543544769",2411,"SEACA"
"Murgași","Dolj","DJ",73371,,"44.5472984152","23.8147948262",2408,"MURGASI"
"Căldăraru","Arges","AG",15064,,"44.4437587647","24.9565965866",2407,"CALDARARU"
"Rojiște","Dolj","DJ",74949,,"44.0668316621","23.9389781977",2405,"ROJISTE"
"Pietrari","Dambovita","DB",179908,,"45.093771945","25.2928927795",2405,"PIETRARI"
"Mirșid","Salaj","SJ",142122,,"47.2317744522","23.1183290293",2404,"MIRSID"
"Desești","Maramures","MM",107975,,"47.772457702","23.8591471106",2403,"DESESTI"
"Sânmartin","Harghita","HR",85788,,"46.2663174979","25.9456190007",2402,"SANMARTIN"
"Vâlcele","Olt","OT",129987,,"44.2826311609","24.543755927",2402,"VILCELE"
"Reghiu","Vrancea","VN",177469,,"45.7933333495","26.8612349448",2401,"REGHIU"
"Mălușteni","Vaslui","VS",164829,,"46.1806914434","27.9192579776",2400,"MALUSTENI"
"Cerțești","Galati","GL",75917,,"46.0152123031","27.6331471257",2399,"CERTESTI"
"Gârcov","Olt","OT",125588,,"43.7590150237","24.6163114103",2399,"GIRCOV"
"Negreni","Cluj","CJ",60169,,"46.9537825366","22.7634664452",2396,"NEGRENI"
"Ștefești","Prahova","PH",135618,,"45.2317455089","25.907331274",2394,"STEFESTI"
"Tiream","Satu Mare","SM",139107,,"47.6137846812","22.472805759",2394,"TIREAM"
"Negoi","Dolj","DJ",73460,,"43.9139644761","23.372878144",2393,"NEGOI"
"Siliștea","Teleorman","TR",154228,,"44.3733287132","25.359616283",2393,"SILISTEA"
"Hoghilag","Sibiu","SB",144615,,"46.2292263348","24.6105410066",2392,"HOGHILAG"
"Căianu","Cluj","CJ",56354,,"46.7846029947","23.918496501",2389,"CAIANU"
"Nenciulești","Teleorman","TR",154996,,"44.0348576774","25.2006138075",2388,"NENCIULESTI"
"Șuletea","Vaslui","VS",166137,,"46.2886914378","27.9133349247",2387,"SULETEA"
"Ștefan cel Mare","Arges","AG",19114,,"44.4914689966","25.249119037",2386,"STEFAN CEL MARE"
"Ghidici","Dolj","DJ",74907,,"43.8914616801","23.1968044701",2386,"GHIDICI"
"Ciofrângeni","Arges","AG",15493,,"45.1115540015","24.5456141277",2384,"CIOFRINGENI"
"Coroieni","Maramures","MM",107868,,"47.3746538408","23.7642987213",2384,"COROIENI"
"Șieu-Odorhei","Bistrita-Nasaud","BN",34770,,"47.149602216","24.2892916218",2383,"SIEU-ODORHEI"
"Vulturești","Olt","OT",130231,,"44.7326262947","24.311026684",2380,"VULTURESTI"
"Prăjești","Bacau","BC",26361,,"46.6546855748","26.9763099574",2378,"PRAJESTI"
"Ștefan Vodă","Calarasi","CL",94580,,"44.3309688823","27.3250541917",2378,"STEFAN VODA"
"Voiteg","Timis","TM",159339,,"45.4708697565","21.23949805",2377,"VOITEG"
"Șirineasa","Valcea","VL",173686,,"44.9427366027","24.1810719076",2374,"SIRINEASA"
"Cefa","Bihor","BH",28246,,"46.914497742","21.7140847937",2373,"CEFA"
"Armășești","Ialomita","IL",100870,,"44.7502374783","26.5844009269",2373,"ARMASESTI"
"Cârlogani","Olt","OT",126166,,"44.5235802422","24.1494043833",2373,"CIRLOGANI"
"Găujani","Giurgiu","GR",103194,,"43.7380015853","25.7128683495",2372,"GAUJANI"
"Roșiori","Bacau","BC",24999,,"46.7228125764","27.0861632321",2370,"ROSIORI"
"Gheorghe Lazăr","Ialomita","IL",93628,,"44.6327779253","27.4581483904",2369,"GHEORGHE LAAR"
"Cozmești","Vaslui","VS",167277,,"46.7123651692","27.5286483868",2369,"COMESTI"
"Comănești","Suceava","SV",151433,,"47.6693902529","25.9883598945",2366,"COMANESTI"
"Bârsău","Satu Mare","SM",137103,,"47.5923293606","23.2213882652",2364,"BIRSAU"
"Măguri-Răcătău","Cluj","CJ",58357,,"46.6449977469","23.1970036294",2363,"MAGURI-RACATAU"
"Plopu","Prahova","PH",134390,,"45.0136746214","26.143018337",2363,"PLOPU"
"Ucea","Brasov","BV",42101,,"45.784098325","24.6709671962",2361,"UCEA"
"Teslui","Dolj","DJ",74411,,"44.205524586","24.1576270452",2361,"TESLUI"
"Suseni","Mures","MS",119723,,"46.8143706038","24.7316950515",2360,"SUSENI"
"Zătreni","Valcea","VL",174290,,"44.7620014661","23.8569760223",2359,"ATRENI"
"Scutelnici","Buau","BZ",49439,,"44.8495559773","26.9228976181",2357,"SCUTELNICI"
"Bălășești","Galati","GL",75613,,"46.1013374407","27.6738765556",2357,"BALASESTI"
"Slobozia","Giurgiu","GR",100549,,"43.856707689","25.910736933",2357,"SLOBOIA"
"Ionești","Gorj","GJ",80560,,"44.6231466864","23.4315645415",2355,"IONESTI"
"Șieu","Maramures","MM",179613,,"47.7246164945","24.2238909153",2355,"SIEU"
"Putineiu","Giurgiu","GR",104715,,"43.9109246081","25.7429039337",2352,"PUTINEIU"
"Gârbău","Cluj","CJ",57948,,"46.8330549777","23.3523997082",2351,"GIRBAU"
"Carpen","Dolj","DJ",71536,,"44.3367985586","23.2603416072",2351,"CARPEN"
"Cocu","Arges","AG",15652,,"44.8858211926","24.664257855",2349,"COCU"
"Gostinari","Giurgiu","GR",103372,,"44.1862408879","26.2280712567",2347,"GOSTINARI"
"Greaca","Giurgiu","GR",103470,,"44.1104574642","26.3417076549",2345,"GREACA"
"Predeal-Sărari","Prahova","PH",134755,,"45.1874189459","26.1025320298",2343,"PREDEAL-SARARI"
"Boldur","Timis","TM",156106,,"45.6950968878","21.780395",2337,"BOLDUR"
"Husasău de Tinca","Bihor","BH",29662,,"46.8227247781","21.9126304326",2336,"HUSASAU DE TINCA"
"Săliștea","Alba","AB",7044,,"45.9074373421","23.3978918444",2334,"SALISTEA"
"Răsuceni","Giurgiu","GR",104788,,"44.0946127261","25.6668826337",2334,"RASUCENI"
"Cuca","Galati","GL",76139,,"45.732464744","27.8939563593",2333,"CUCA"
"Hârsești","Arges","AG",16613,,"44.5227011667","24.7828998542",2332,"HIRSESTI"
"Unguriu","Buau","BZ",50549,,"45.2793295255","26.6320785757",2332,"UNGURIU"
"Vlădești","Galati","GL",77536,,"45.8375984142","28.0910358986",2328,"VLADESTI"
"Stoina","Gorj","GJ",82314,,"44.6841846603","23.6341528772",2327,"STOINA"
